DCF,descdepto,descclase,descfamilia
24718,ELECTRONICA                   ,TARJETAS DE CONTENIDO         ,UNEFON                        
24719,ELECTRONICA                   ,TARJETAS DE CONTENIDO         ,MOVISTAR                      
24720,ELECTRONICA                   ,TARJETAS DE CONTENIDO         ,GAME PASS                     
24740,ELECTRONICA                   ,TARJETAS DE CONTENIDO         ,NINTENDO                      
24750,ELECTRONICA                   ,TARJETAS DE CONTENIDO         ,BLIM                          
24751,ELECTRONICA                   ,TARJETAS DE CONTENIDO         ,TELEFONIA MOVIL CON SIM REDI  
24752,ELECTRONICA                   ,TARJETAS DE CONTENIDO         ,CONEXION MOVIL CON SIM REDI   
24753,ELECTRONICA                   ,TARJETAS DE CONTENIDO         ,HOTSPOT INTERNET CON SIM REDI 
24754,ELECTRONICA                   ,TARJETAS DE CONTENIDO         ,INTERNET FIJO CON SIM REDI    
24799,ELECTRONICA                   ,TARJETAS DE CONTENIDO         ,TELCEL                        
25303,ELECTRONICA                   ,BOCINAS BLUETOOTH             ,PREMIUM                       
25413,ELECTRONICA                   ,CARGADORES                    ,CABLE TIPO C A LIGHTNING      
25417,ELECTRONICA                   ,CARGADORES                    ,ADAPTADORES                   
26101,ELECTRONICA                   ,PORTABILIDAD                  ,PORTABILIDAD TELCEL           
26102,ELECTRONICA                   ,PORTABILIDAD                  ,PORTABILIDAD MOVISTAR         
26103,ELECTRONICA                   ,PORTABILIDAD                  ,PORTABILIDAD UNEFON           
26104,ELECTRONICA                   ,PORTABILIDAD                  ,ATT                           
26401,ELECTRONICA                   ,ASISTENTE DE VOZ              ,ALEXA                         
26503,ELECTRONICA                   ,SMART HOME                    ,FOCOS INTELIGENTES            
26504,ELECTRONICA                   ,SMART HOME                    ,LUCES LED                     
26602,ELECTRONICA                   ,ACCESORIOS CAR AUDIO          ,CAMARAS DE REVERSA            
27115,ELECTRONICA                   ,REDES                         ,REDES.COM                     
27272,ELECTRONICA                   ,ACCESORIOS UNIVERSALES        ,COMECABLES                    
27401,ELECTRONICA                   ,MONITORES                     ,21 - 24                       
27405,ELECTRONICA                   ,MONITORES                     ,25 - 29                       
27410,ELECTRONICA                   ,MONITORES                     ,30 - 34                       
27415,ELECTRONICA                   ,MONITORES                     ,MONITORES.COM                 
27602,ELECTRONICA                   ,WEARABLES                     ,FITBANDS                      
27701,ELECTRONICA                   ,PC GAMING                     ,LAPTOP GAMER                  
27702,ELECTRONICA                   ,PC GAMING                     ,MONITORES                     
27780,ELECTRONICA                   ,PC GAMING                     ,PC GAMER COPPEL.COM           
27785,ELECTRONICA                   ,PC GAMING                     ,MONITORES COPPEL.COM          
27801,ELECTRONICA                   ,ACCESORIOS PC GAMING          ,TECLADOS ALAMBRICOS           
27803,ELECTRONICA                   ,ACCESORIOS PC GAMING          ,MOUSE ALAMBRICOS              
27804,ELECTRONICA                   ,ACCESORIOS PC GAMING          ,MOUSE INALAMBRICOS            
27805,ELECTRONICA                   ,ACCESORIOS PC GAMING          ,TRUE WIRELESS GAMER           
27806,ELECTRONICA                   ,ACCESORIOS PC GAMING          ,DIADEMAS PC GAMING            
27807,ELECTRONICA                   ,ACCESORIOS PC GAMING          ,BASE ENFRIADORA               
27808,ELECTRONICA                   ,ACCESORIOS PC GAMING          ,MOUSEPAD Y TAPETES            
27809,ELECTRONICA                   ,ACCESORIOS PC GAMING          ,COMBOS                        
27810,ELECTRONICA                   ,ACCESORIOS PC GAMING          ,BOCINAS GAMER                 
27875,ELECTRONICA                   ,ACCESORIOS PC GAMING          ,ACCESORIO PC GAMING COPPEL.COM
28219,ELECTRONICA                   ,COLECCIONES                   ,TARJETERO                     
28801,ELECTRONICA                   ,HUESARIO PROMOCIONES DE CELUL ,HUESARIO DE REGALOS           
28901,ELECTRONICA                   ,SERVICIOS                     ,GOPAC                         
29106,ELECTRONICA                   ,ARTICULOS VIANA ELECT MAYOR   ,BOLSAS                        
29535,ELECTRONICA                   ,PROTECCION                    ,IMPULSO CAJAS MUEBLES         
29539,ELECTRONICA                   ,PROTECCION                    ,COLECCIONES DE TEMPORADA      
29541,ELECTRONICA                   ,PROTECCION                    ,PROTECTORES COPPEL.COM        
29546,ELECTRONICA                   ,PROTECCION                    ,SOPORTES COPPEL.COM           
29547,ELECTRONICA                   ,PROTECCION                    ,VARIOS COPPEL.COM             
29548,ELECTRONICA                   ,PROTECCION                    ,ACCESORIOS AIRPODS            
29553,ELECTRONICA                   ,PROTECCION                    ,EJERCICIO COPPEL.COM          
29561,ELECTRONICA                   ,PROTECCION                    ,ACCESORIOS WATCH              
29565,ELECTRONICA                   ,PROTECCION                    ,ACCESORIOS AIRTAG             
29582,ELECTRONICA                   ,PROTECCION                    ,PROTECTORES COLECCIONES       
29616,ELECTRONICA                   ,ACCESORIOS CAMARAS            ,ACCESORIOS PARA GO PRO        
30106,MUEBLE SUELTO                 ,COLCHON                       ,PILLOW TOP DOBLE INDIVIDUAL   
30108,MUEBLE SUELTO                 ,COLCHON                       ,HULE ESPUMA INDIVIDUAL        
30114,MUEBLE SUELTO                 ,COLCHON                       ,PILLOW TOP DOBLE MATRIMONIAL  
30204,MUEBLE SUELTO                 ,JUEGO BOX                     ,PILLOW TOP INDIVIDUAL         
30210,MUEBLE SUELTO                 ,JUEGO BOX                     ,ESTANDAR MATRIMONIAL          
30214,MUEBLE SUELTO                 ,JUEGO BOX                     ,PILLOW TOP DOBLE MATRIMONIAL  
30234,MUEBLE SUELTO                 ,JUEGO BOX                     ,BOX                           
30302,MUEBLE SUELTO                 ,COLCHON CUNA                  ,CUNA                          
30304,MUEBLE SUELTO                 ,COLCHON CUNA                  ,CAMA INFANTIL                 
30402,MUEBLE SUELTO                 ,CAMAS                         ,METAL INDIVIDUAL              
30404,MUEBLE SUELTO                 ,CAMAS                         ,MADERA INDIVIDUAL             
30406,MUEBLE SUELTO                 ,CAMAS                         ,METAL MATRIMONIAL             
30408,MUEBLE SUELTO                 ,CAMAS                         ,MADERA MATRIMONIAL            
30412,MUEBLE SUELTO                 ,CAMAS                         ,MADERA QS                     
30802,MUEBLE SUELTO                 ,LITERAS                       ,METAL IND - IND               
30804,MUEBLE SUELTO                 ,LITERAS                       ,MADERA IND - IND              
30806,MUEBLE SUELTO                 ,LITERAS                       ,METAL IND - MAT               
30941,MUEBLE SUELTO                 ,ANTECOMEDOR               BAJA,9 PIEZAS MADERA           BAJA
31002,MUEBLE SUELTO                 ,BASES PARA COLCHON            ,METAL INDIVIDUAL              
31004,MUEBLE SUELTO                 ,BASES PARA COLCHON            ,MADERA INDIVIDUAL             
31008,MUEBLE SUELTO                 ,BASES PARA COLCHON            ,MADERA MATRIMONIAL            
31202,MUEBLE SUELTO                 ,CATRES                        ,CATRE METAL                   
31402,MUEBLE SUELTO                 ,MUEBLES INFANTILES            ,CUNA MADERA                   
31408,MUEBLE SUELTO                 ,MUEBLES INFANTILES            ,CAMA INFANTIL MADERA          
31418,MUEBLE SUELTO                 ,MUEBLES INFANTILES            ,JGO. DE MESA INFANTIL         
31604,MUEBLE SUELTO                 ,COMEDORES                     ,METAL CRISTAL 5PZ CONTEMPO    
31606,MUEBLE SUELTO                 ,COMEDORES                     ,METAL LAM 5PZ CLASICO         
31608,MUEBLE SUELTO                 ,COMEDORES                     ,METAL LAM 5PZ CONTEMPORANEO   
31612,MUEBLE SUELTO                 ,COMEDORES                     ,MADERA 5 PZ CONTEMPORANEO     
31616,MUEBLE SUELTO                 ,COMEDORES                     ,METAL CRISTAL 7PZ CONTEMPO    
31618,MUEBLE SUELTO                 ,COMEDORES                     ,METAL LAM 7PZ CLASICO         
31620,MUEBLE SUELTO                 ,COMEDORES                     ,METAL LAM 7PZ CONTEMPO        
31622,MUEBLE SUELTO                 ,COMEDORES                     ,MADERA 7PZ CLASICO            
31624,MUEBLE SUELTO                 ,COMEDORES                     ,MADERA  7PZ CONTEMPO          
31804,MUEBLE SUELTO                 ,BUFFETS/TRINCHADOR            ,BUFFETERA                     
31810,MUEBLE SUELTO                 ,BUFFETS/TRINCHADOR            ,TRINCHADOR                    
31903,MUEBLE SUELTO                 ,PIEZAS SUELTAS PARA COMEDOR   ,BANCA PARA COMEDOR            
32202,MUEBLE SUELTO                 ,SILLAS P/COMEDOR SUELTAS      ,METAL CLASICO                 
32204,MUEBLE SUELTO                 ,SILLAS P/COMEDOR SUELTAS      ,METAL CONTEMPORANEO           
32206,MUEBLE SUELTO                 ,SILLAS P/COMEDOR SUELTAS      ,MADERA CLASICO                
32208,MUEBLE SUELTO                 ,SILLAS P/COMEDOR SUELTAS      ,MADERA CONTEMPORANEO          
32410,MUEBLE SUELTO                 ,BANCOS                        ,METAL CLASICO                 
32412,MUEBLE SUELTO                 ,BANCOS                        ,METAL CONTEMPORANEO           
32416,MUEBLE SUELTO                 ,BANCOS                        ,MADERA CONTEMPORANEO          
32602,MUEBLE SUELTO                 ,MECEDORAS                     ,METAL                         
32604,MUEBLE SUELTO                 ,MECEDORAS                     ,MADERA                        
32804,MUEBLE SUELTO                 ,JUEGO DE JARDIN               ,JUEGO DE JARDIN               
32810,MUEBLE SUELTO                 ,JUEGO DE JARDIN               ,SALA PARA EXTERIOR            
32812,MUEBLE SUELTO                 ,JUEGO DE JARDIN               ,BISTRO                        
33019,MUEBLE SUELTO                 ,JARDIN                        ,MECEDORAS PARA EXTERIOR       
33022,MUEBLE SUELTO                 ,JARDIN                        ,CAMASTROS                     
33023,MUEBLE SUELTO                 ,JARDIN                        ,SILLAS MADERA                 
33024,MUEBLE SUELTO                 ,JARDIN                        ,GAZEBOS                       
33025,MUEBLE SUELTO                 ,JARDIN                        ,ILUMINACION EXTERIOR BAJA     
33026,MUEBLE SUELTO                 ,JARDIN                        ,MACETAS BAJA                  
33027,MUEBLE SUELTO                 ,JARDIN                        ,JARDIN ARTIFICIAL BAJA        
33102,MUEBLE SUELTO                 ,SILLAS/BANCAS                 ,SILLA PLASTICA                
33104,MUEBLE SUELTO                 ,SILLAS/BANCAS                 ,SILLA METAL                   
33106,MUEBLE SUELTO                 ,SILLAS/BANCAS                 ,TABURETE                      
33109,MUEBLE SUELTO                 ,SILLAS/BANCAS                 ,SILLA PLEGABLE                
33116,MUEBLE SUELTO                 ,SILLAS/BANCAS                 ,BANCAS                        
33119,MUEBLE SUELTO                 ,SILLAS/BANCAS                 ,MECEDORA PARA EXTERIOR        
33202,MUEBLE SUELTO                 ,MUEBLES DE OFICINA            ,SILLA OFICINA                 
33204,MUEBLE SUELTO                 ,MUEBLES DE OFICINA            ,SILLA EJECUTIVA               
33205,MUEBLE SUELTO                 ,MUEBLES DE OFICINA            ,SILLA GAMER                   
33206,MUEBLE SUELTO                 ,MUEBLES DE OFICINA            ,ESCRITORIO METAL              
33207,MUEBLE SUELTO                 ,MUEBLES DE OFICINA            ,ESCRITORIO GAMER              
33208,MUEBLE SUELTO                 ,MUEBLES DE OFICINA            ,ESCRITORIO LAMINADO           
33212,MUEBLE SUELTO                 ,MUEBLES DE OFICINA            ,MESA P/LAP TOP                
33214,MUEBLE SUELTO                 ,MUEBLES DE OFICINA            ,LIBRERO                       
33217,MUEBLE SUELTO                 ,MUEBLES DE OFICINA            ,ARCHIVEROS                    
33320,MUEBLE SUELTO                 ,HAMACAS                       ,HAMACAS                       
33321,MUEBLE SUELTO                 ,HAMACAS                       ,COLUMPIOS                     
33404,MUEBLE SUELTO                 ,ROPEROS                       ,LAMINADO 0.90 M CONTEMPORANEO 
33408,MUEBLE SUELTO                 ,ROPEROS                       ,LAMINADO 1.20 M CONTEMPORANEO 
33608,MUEBLE SUELTO                 ,COMODAS                       ,LAMINADA 0.80 M CONTEMPORANEO 
33612,MUEBLE SUELTO                 ,COMODAS                       ,LAMINADA 1.20 M CONTEMPORANEO 
33814,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,ESPEJO DE BAÑO                
34110,MUEBLE SUELTO                 ,MESAS PARA JARDIN             ,MESA PLASTICA                 
34111,MUEBLE SUELTO                 ,MESAS PARA JARDIN             ,MESA PLEGABLE                 
34202,MUEBLE SUELTO                 ,COCINAS                       ,2.40 CLASICO                  
34203,MUEBLE SUELTO                 ,COCINAS                       ,2.90 COCINA CONTEMPORANEO     
34316,MUEBLE SUELTO                 ,COCINAS MODULARES             ,BASE ESQUINERA                
34713,MUEBLE SUELTO                 ,CUBRE AREA EXTERIOR           ,SOMBRILLA PARA PLAYA          
34714,MUEBLE SUELTO                 ,CUBRE AREA EXTERIOR           ,TOLDO                         
34804,MUEBLE SUELTO                 ,ALACENA SUELTA P/ COCINA      ,ALACENA MADERA                
34810,MUEBLE SUELTO                 ,ALACENA SUELTA P/ COCINA      ,ALACENA LAMINADA              
34926,MUEBLE SUELTO                 ,ACCESORIOS PARA JARDIN        ,MACETAS                       
35004,MUEBLE SUELTO                 ,MESA MULTIFUNCIONAL           ,MESA MULTIFUNCIONAL           
35301,MUEBLE SUELTO                 ,MUEBLES DE COMEDOR ARMADO     ,COMEDORES ARMADO              
35401,MUEBLE SUELTO                 ,MUEBLES SALA ARMADO           ,MESAS SALA ARMADO             
35402,MUEBLE SUELTO                 ,MUEBLES SALA ARMADO           ,MUEBLES TV ARMADO 1           
35501,MUEBLE SUELTO                 ,MUEBLES DE RECAMARA ARMADO    ,BUROS ARMADO                  
35701,MUEBLE SUELTO                 ,MUEBLES DE COCINA ARMADO      ,BANCOS ARMADO                 
36001,MUEBLE SUELTO                 ,MUEBLE DIVISOR                ,ORGANIZADORES DE CUBOS        
36002,MUEBLE SUELTO                 ,MUEBLE DIVISOR                ,JUGUETEROS                    
36003,MUEBLE SUELTO                 ,MUEBLE DIVISOR                ,MUEBLE ORGANIZADOR MULTIUSOS  
36004,MUEBLE SUELTO                 ,MUEBLE DIVISOR                ,ESQUINEROS                    
36101,MUEBLE SUELTO                 ,ZAPATERAS                     ,ZAPATERAS PLEGABLES           
36102,MUEBLE SUELTO                 ,ZAPATERAS                     ,ZAPATERAS TIPO BANCA          
36103,MUEBLE SUELTO                 ,ZAPATERAS                     ,MUEBLE ZAPATERA               
36201,MUEBLE SUELTO                 ,CAJAS Y CANASTOS              ,CAJAS DE ALMACENAMIENTO       
36202,MUEBLE SUELTO                 ,CAJAS Y CANASTOS              ,CAJONERAS                     
36203,MUEBLE SUELTO                 ,CAJAS Y CANASTOS              ,CAJAS Y CANASTAS DECORATIVAS  
36204,MUEBLE SUELTO                 ,CAJAS Y CANASTOS              ,CAJAS INFANTILES              
36205,MUEBLE SUELTO                 ,CAJAS Y CANASTOS              ,CAJAS DE TELA                 
36206,MUEBLE SUELTO                 ,CAJAS Y CANASTOS              ,CAJAS BAJO CAMA               
36207,MUEBLE SUELTO                 ,CAJAS Y CANASTOS              ,CAJAS DE ALMACENAMIENTO CHICAS
36301,MUEBLE SUELTO                 ,ACCESORIOS DE LAVANDERIA      ,CESTOS Y BOLSAS PARA LA ROPA  
36302,MUEBLE SUELTO                 ,ACCESORIOS DE LAVANDERIA      ,CARROS DE LAVANDERIA          
36303,MUEBLE SUELTO                 ,ACCESORIOS DE LAVANDERIA      ,TENDEDEROS Y ACCESORIOS TENDER
36304,MUEBLE SUELTO                 ,ACCESORIOS DE LAVANDERIA      ,ORGANIZADORES ART LIMPIEZA    
36401,MUEBLE SUELTO                 ,ORGANIZACION DE BAÑO          ,MUEBLE ORGANIZADOR DE BAÑO    
36402,MUEBLE SUELTO                 ,ORGANIZACION DE BAÑO          ,ACCESORIOS DE BAÑO            
36403,MUEBLE SUELTO                 ,ORGANIZACION DE BAÑO          ,ORGANIZADORES DE REGADERA     
36404,MUEBLE SUELTO                 ,ORGANIZACION DE BAÑO          ,MUEBLE AHORRA ESPACIO         
36405,MUEBLE SUELTO                 ,ORGANIZACION DE BAÑO          ,TOALLEROS                     
36501,MUEBLE SUELTO                 ,BAÑO                          ,MUEBLES DE BAÑO               
36502,MUEBLE SUELTO                 ,BAÑO                          ,ESPEJOS DE BAÑO               
36503,MUEBLE SUELTO                 ,BAÑO                          ,GABINETES CON ESPEJO          
36601,MUEBLE SUELTO                 ,CARRITOS MULTIUSOS            ,CARRITOS MULTIUSOS            
36701,MUEBLE SUELTO                 ,CLOSET Y ACCESORIOS           ,CLOSET DE TELA                
36702,MUEBLE SUELTO                 ,CLOSET Y ACCESORIOS           ,CLOSET DE MADERA              
36704,MUEBLE SUELTO                 ,CLOSET Y ACCESORIOS           ,CLOSET TUBULAR                
36705,MUEBLE SUELTO                 ,CLOSET Y ACCESORIOS           ,ACCESORIOS DE CLOSET          
36801,MUEBLE SUELTO                 ,BOTES Y CONTENEDORES DE BASURA,BOTES DE BASURA INTERIOR      
36802,MUEBLE SUELTO                 ,BOTES Y CONTENEDORES DE BASURA,CONTENEDORES DE EXTERIOR      
37001,MUEBLE SUELTO                 ,ESTANTES Y GABINETES          ,ESTANTES                      
37002,MUEBLE SUELTO                 ,ESTANTES Y GABINETES          ,PERCHEROS                     
37003,MUEBLE SUELTO                 ,ESTANTES Y GABINETES          ,GABINETES                     
37005,MUEBLE SUELTO                 ,ESTANTES Y GABINETES          ,BANCOS PLEGABLES              
37101,MUEBLE SUELTO                 ,ORGANIZACION DE COCINA        ,ORGANIZADORES DE PARED        
37103,MUEBLE SUELTO                 ,ORGANIZACION DE COCINA        ,ORGANIZADORES CAJON           
37105,MUEBLE SUELTO                 ,ORGANIZACION DE COCINA        ,ORGANIZADORES DE GABINETES    
37201,MUEBLE SUELTO                 ,ORGANIZACION DE OFICINA       ,ORGANIZADORES DE ESCRITORIO   
37202,MUEBLE SUELTO                 ,ORGANIZACION DE OFICINA       ,ORGANIZADOR DE CAJON ESC      
37301,MUEBLE SUELTO                 ,BANCOS Y ESCALERAS PLEGABLES  ,BANCOS PLEGABLES              
40102,"SALAS, RECAMARAS, COMEDORES   ",SALAS                         ,LOVESEAT CONTEMPORANEO        
40103,"SALAS, RECAMARAS, COMEDORES   ",SALAS                         ,SOFA CONTEMPORANEO            
40106,"SALAS, RECAMARAS, COMEDORES   ",SALAS                         ,SOFA CLASICO                  
40114,"SALAS, RECAMARAS, COMEDORES   ",SALAS                         ,ESQUINERA/L CONTEMPORANEO     
40501,"SALAS, RECAMARAS, COMEDORES   ",COMPLEMENTOS PARA SALA        ,SILLON OCASIONAL              
40503,"SALAS, RECAMARAS, COMEDORES   ",COMPLEMENTOS PARA SALA        ,BAUL                          
40504,"SALAS, RECAMARAS, COMEDORES   ",COMPLEMENTOS PARA SALA        ,TABURETE                      
41001,"SALAS, RECAMARAS, COMEDORES   ",SOFAS CAMA                    ,SOFA CAMA TAPIZADO CONTEMP    
43001,"SALAS, RECAMARAS, COMEDORES   ",SILLONES RECLINABLES          ,RECLINABLE INDIVIDUAL         
43003,"SALAS, RECAMARAS, COMEDORES   ",SILLONES RECLINABLES          ,RECLINABLE DOBLE              
44007,"SALAS, RECAMARAS, COMEDORES   ",MESAS SALAS                   ,MESA DE CENTRO CONTEMPORANEA  
44010,"SALAS, RECAMARAS, COMEDORES   ",MESAS SALAS                   ,MESA LATERAL CONTEMPORANEA    
44840,"SALAS, RECAMARAS, COMEDORES   ",ORGANIZADORES                 ,PERCHERO                      
44845,"SALAS, RECAMARAS, COMEDORES   ",ORGANIZADORES                 ,CESTOS                        
44846,"SALAS, RECAMARAS, COMEDORES   ",ORGANIZADORES                 ,OFICINA                       
44847,"SALAS, RECAMARAS, COMEDORES   ",ORGANIZADORES                 ,ALMACENAMIENTO                
44848,"SALAS, RECAMARAS, COMEDORES   ",ORGANIZADORES                 ,ACCESORIOS DE BAÑO            
45001,"SALAS, RECAMARAS, COMEDORES   ",ILUMINACION                   ,LAMP DE PISO                  
45003,"SALAS, RECAMARAS, COMEDORES   ",ILUMINACION                   ,LAMP INFANTIL                 
45005,"SALAS, RECAMARAS, COMEDORES   ",ILUMINACION                   ,LAMPARA DE MESA               
45020,"SALAS, RECAMARAS, COMEDORES   ",ILUMINACION                   ,LAMPARA P/RECAMARA CLASICA    
45025,"SALAS, RECAMARAS, COMEDORES   ",ILUMINACION                   ,LAMPARA DE ESCRITORIO         
45045,"SALAS, RECAMARAS, COMEDORES   ",ILUMINACION                   ,LAMPARAS COLGANTES            
45201,"SALAS, RECAMARAS, COMEDORES   ",CUADROS Y ESPEJOS             ,HERRERIA                      
45205,"SALAS, RECAMARAS, COMEDORES   ",CUADROS Y ESPEJOS             ,REPISA                        
45210,"SALAS, RECAMARAS, COMEDORES   ",CUADROS Y ESPEJOS             ,ESPEJO                        
45211,"SALAS, RECAMARAS, COMEDORES   ",CUADROS Y ESPEJOS             ,ESPEJOS DE PISO               
45215,"SALAS, RECAMARAS, COMEDORES   ",CUADROS Y ESPEJOS             ,RELIGIOSO                     
45220,"SALAS, RECAMARAS, COMEDORES   ",CUADROS Y ESPEJOS             ,RELOJ                         
45230,"SALAS, RECAMARAS, COMEDORES   ",CUADROS Y ESPEJOS             ,CUADRO  INFANTIL              
45245,"SALAS, RECAMARAS, COMEDORES   ",CUADROS Y ESPEJOS             ,CUADRO                        
45251,"SALAS, RECAMARAS, COMEDORES   ",CUADROS Y ESPEJOS             ,PORTARRETRATO DE PARED        
45301,"SALAS, RECAMARAS, COMEDORES   ",BAÑO                          ,ACCESORIO PARA BAÑO           
45302,"SALAS, RECAMARAS, COMEDORES   ",BAÑO                          ,SETS DE TOALLAS               
45303,"SALAS, RECAMARAS, COMEDORES   ",BAÑO                          ,JUEGO DE BAÑO                 
45304,"SALAS, RECAMARAS, COMEDORES   ",BAÑO                          ,TAPETE DE BAÑO                
45305,"SALAS, RECAMARAS, COMEDORES   ",BAÑO                          ,CORTINA P/BAÑO                
45310,"SALAS, RECAMARAS, COMEDORES   ",BAÑO                          ,TOALLA MEDIO BAÑO             
45315,"SALAS, RECAMARAS, COMEDORES   ",BAÑO                          ,TOALLA BAÑO COMPLETO          
45320,"SALAS, RECAMARAS, COMEDORES   ",BAÑO                          ,TOALLA MANOS- FACIAL          
45325,"SALAS, RECAMARAS, COMEDORES   ",BAÑO                          ,TOALLA LICENCIA-INFANTIL      
45330,"SALAS, RECAMARAS, COMEDORES   ",BAÑO                          ,TOALLA INFANTIL               
45331,"SALAS, RECAMARAS, COMEDORES   ",BAÑO                          ,TOALLAS DE PLAYA              
45401,"SALAS, RECAMARAS, COMEDORES   ",ACCESORIOS DE MESA            ,FLORERO/JARRON                
45410,"SALAS, RECAMARAS, COMEDORES   ",ACCESORIOS DE MESA            ,PLATON / CHAROLA              
45415,"SALAS, RECAMARAS, COMEDORES   ",ACCESORIOS DE MESA            ,ESCULTURA- FIGURA             
45420,"SALAS, RECAMARAS, COMEDORES   ",ACCESORIOS DE MESA            ,PORTARETRATO                  
45425,"SALAS, RECAMARAS, COMEDORES   ",ACCESORIOS DE MESA            ,CANDELABRO                    
45430,"SALAS, RECAMARAS, COMEDORES   ",ACCESORIOS DE MESA            ,VELA                          
45435,"SALAS, RECAMARAS, COMEDORES   ",ACCESORIOS DE MESA            ,ESFERA / FRUTA                
45440,"SALAS, RECAMARAS, COMEDORES   ",ACCESORIOS DE MESA            ,POUTPURRI-DIFUSOR             
45451,"SALAS, RECAMARAS, COMEDORES   ",ACCESORIOS DE MESA            ,NATURALEZA                    
45455,"SALAS, RECAMARAS, COMEDORES   ",ACCESORIOS DE MESA            ,JOYEROS                       
45502,"SALAS, RECAMARAS, COMEDORES   ",COJINES                       ,COJIN P/SILLA                 
45503,"SALAS, RECAMARAS, COMEDORES   ",COJINES                       ,COJIN INFANTIL                
45511,"SALAS, RECAMARAS, COMEDORES   ",COJINES                       ,COJIN                         
45550,"SALAS, RECAMARAS, COMEDORES   ",COJINES                       ,RIÑONERA                      
45601,"SALAS, RECAMARAS, COMEDORES   ",HALLOWEEN Y DIA DE MUERTOS    ,ACCESORIOS DE MESA            
45610,"SALAS, RECAMARAS, COMEDORES   ",HALLOWEEN Y DIA DE MUERTOS    ,ACCESORIO PARA EXTERIOR       
45625,"SALAS, RECAMARAS, COMEDORES   ",HALLOWEEN Y DIA DE MUERTOS    ,LUCES                         
45630,"SALAS, RECAMARAS, COMEDORES   ",HALLOWEEN Y DIA DE MUERTOS    ,ACCESORIOS DE COCINA          
45635,"SALAS, RECAMARAS, COMEDORES   ",HALLOWEEN Y DIA DE MUERTOS    ,MANTELES Y CAMINOS DE MESA    
45640,"SALAS, RECAMARAS, COMEDORES   ",HALLOWEEN Y DIA DE MUERTOS    ,VELAS Y CANDELABROS           
45645,"SALAS, RECAMARAS, COMEDORES   ",HALLOWEEN Y DIA DE MUERTOS    ,NATURALEZA                    
45650,"SALAS, RECAMARAS, COMEDORES   ",HALLOWEEN Y DIA DE MUERTOS    ,ACCESORIOS DE PARED           
45660,"SALAS, RECAMARAS, COMEDORES   ",HALLOWEEN Y DIA DE MUERTOS    ,COJINES                       
45701,"SALAS, RECAMARAS, COMEDORES   ",DECORACION DE JARDIN          ,ARBOLES                       
45710,"SALAS, RECAMARAS, COMEDORES   ",DECORACION DE JARDIN          ,MACETAS                       
45715,"SALAS, RECAMARAS, COMEDORES   ",DECORACION DE JARDIN          ,PLANTAS NATURALES             
45720,"SALAS, RECAMARAS, COMEDORES   ",DECORACION DE JARDIN          ,ACCESORIOS DE JARDIN          
45801,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,ARBOL DE NAVIDAD              
45810,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,ACCESORIO PARA ARBOL          
45815,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,VILLAS                        
45820,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,ESCULTURAS                    
45821,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,NATURALEZA                    
45822,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,VELAS Y DIFUSORES             
45823,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,CANDELABROS Y PORTAVELAS      
45825,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,ACCESORIOS DE PARED           
45830,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,ACCESORIOS DE EXTERIOR        
45835,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,LUCES NAVIDEÑAS               
45840,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,COJINES                       
45845,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,ACCESORIOS DE COCINA          
45850,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,MANTELES Y CAMINOS DE MESA    
45855,"SALAS, RECAMARAS, COMEDORES   ",NAVIDAD                       ,ACCESORIO PARA BAÑO           
45901,"SALAS, RECAMARAS, COMEDORES   ",TAPETES                       ,TAPETE DE ENTRADA             
45902,"SALAS, RECAMARAS, COMEDORES   ",TAPETES                       ,TAPETE DE AREA                
45905,"SALAS, RECAMARAS, COMEDORES   ",TAPETES                       ,TAPETE PIE DE CAMA            
45910,"SALAS, RECAMARAS, COMEDORES   ",TAPETES                       ,TAPETE INFANTIL               
45925,"SALAS, RECAMARAS, COMEDORES   ",TAPETES                       ,TAPETE DE COCINA              
46005,"SALAS, RECAMARAS, COMEDORES   ",RECAMARAS                     ,PORTALUNA DESPIEZADO          
46015,"SALAS, RECAMARAS, COMEDORES   ",RECAMARAS                     ,BURO DESPIEZADO               
46307,"SALAS, RECAMARAS, COMEDORES   ",MUEBLES PARA TV               ,MUEBLE PARA TV EMPOTRABLE     
46311,"SALAS, RECAMARAS, COMEDORES   ",MUEBLES PARA TV               ,MESA PARA TV PLASMA CONTEMPO  
46501,"SALAS, RECAMARAS, COMEDORES   ",PIEZAS SUELTAS DE RECAMARAS   ,TOCADOR SUELTO                
